clasificacion,texto
0,"Hay registros de que el jugador haya hecho tales declaraciones de manera publica, tras los resultados de las elecciones generales del 22 de octubre. Marcelo Mendez, director de Comunicacion de Messi, aseguro a Reverso que ""Leo apoyo a Sergio Massa""."
0,Sergio Massa propone un bono para el colectivo LGBT
0,"Circula una placa del diario La Nacion con una frase adjudicada al candidato de Union por la Patria, Sergio Massa, sobre una propuesta de un bono mensual de 350 mil pesos para el colectivo LGBT. "
0,"Este video filmado en Rosario muestra una marcha ""contra el fraude electoral"""
0,"El video corresponde a los festejos que se llevaron a cabo el 18 de diciembre de 2022, luego de que la Seleccion Argentina saliera campeona del Mundial en Qatar. En Rosario si hubo una manifestacion el domingo ultimo pero, a diferencia de lo que senalan los posteos virales, no fue ""multitudinaria""."
0,"No, la imagen de un playero de YPF cargando nafta en una Shell no es actual"
0,"Un noticiero sudafricano se refiere a la Argentina como ""el pais que no queremos ser"""
1,"Es falso que un noticiero sudafricano se haya referido a la Argentina como ""el pais que no queremos ser"". El noticiero fue fabricado en base a una plantilla de videos a disposicion para su compra en varios sitios web, y cuyo contenido audiovisual y escrito puede ser editado por los usuarios. "
0,La madre de Lucio Dupuy subio un video desde la carcel en apoyo a Sergio Massa.
0,"Miles de usuarios comparten en redes sociales un video que Magdalena Esposito Valenti, asesina convicta de su hijo Lucio Dupuy, habria grabado desde la carcel llamando a votar por el candidato de Union por la Patria, Sergio Massa. "
0,Un portal de China anuncia la venta de Vaca Muerta a ese pais
0,Usuarios en redes comparten la captura de una noticia de China que anunciaria la venta de Vaca Muerta a ese pais.
0,"Sergio Massa: ""Estamos en el record historico de produccion de petroleo"""
1,"De acuerdo con los datos oficiales, el mayor nivel de produccion de petroleo ocurrio en  1998, cuando se produjeron casi 847 mil barriles diarios. En lo que va de 2023, en promedio, se produjeron 624 mil barriles diarios."
0,Sergio Massa fue agredido durante la campana electoral de 2023
0,"Un video muestra al candidato de Union por la Patria, Sergio Massa, siendo atacado por un grupo de personas mientras ingresa a la Casa Rosada previo al balotaje del 19 de noviembre. "
0,"Myriam Bregman ""banco a Milei y defendio a Villarruel"" en una entrevista"
0,"La candidata a presidente por el Frente de Izquierda y de los Trabajadores (FIT), banco a Milei y defendio a Villarruel""."
0,"La esposa de Gerardo Morales, Tulia Snopek, forma parte del directorio de YPF en 2023"
0,"Maria Eugenia Tulia Snopek, esposa del gobernador de Jujuy y presidente de la Union Civica Radical, Gerardo Morales, es directora de YPF. Su nombramiento y su renuncia constan en documentos oficiales y la funcionaria figura en el directorio actual de la compania."
0,"Lionel Messi dijo: ""No votaria a los personajes que venimos viendo desde siempre"""
0,"Lionel Messi dijo: ""No votaria a los personajes que venimos viendo desde siempre"". La frase se viralizo a traves de una placa de Infobae."
0,"La cita ""Los lugares mas calientes del infierno estan reservados para aquellos que en tiempos de crisis moral se mantienen neutrales"" corresponde a ""La Divina Comedia"" de Dante Alighieri, como afirmo Alberto Benegas Lynch"
0,"La plataforma electoral de Union por la Patria propone ""reducir el consumo de carne y fomentar el consumo de insectos"""
0,"La plataforma oficialista, en la que se indica que la coalicion liderada por el candidato presidencial Sergio Massa propone reducir el consumo de carne y fomentar el consumo de insectos, entre otras medidas."
0,"Javier Milei promete cerrar el Registro Automotor, y esa propuesta figura en su plataforma electoral"
0,Ricardo Darin amenazo a un joven con un mensaje escrito el dia de las elecciones generales de 2023
1,"En redes sociales circulan placas con logos de medios de comunicacion que contienen presuntas frases que involucran a politicos, artistas, deportistas y demas personalidades. Es una practica habitual para generar y difundir desinformaciones, ya que requiere minimos esfuerzos de edicion y suele viralizarse rapido. Consejos para no caer en contenidos falsos."
0,Video muestra mosquitos con un numero de serie!!!
0,Circula un video en Instagram y Tik Tok donde se ve un insecto que al correrle el ala parece tener un numero 36 o 38. En la descripcion indican que se trataria de un numero de serie.
0,Lionel Messi publico en sus redes sociales una imagen de un leon en apoyo a Javier Milei
0,"Pablo Echarri dijo: ""Por como se viene la mano los argentinos vamos a terminar lavando copas en Europa"""
1,"En redes sociales circula una supuesta placa del diario Clarin con una presunta frase de Pablo Echarri sobre ""el futuro de los argentinos"". Sin embargo, es falsa. No hay registros de los supuestos dichos del actor en Google ni en sus redes sociales o las de Clarin. Tanto Echarri como Clarin lo desmintieron."
0,"Rolo Sartorio, cantante de La Beriso, afirmo: ""Si no ganan Milei o Bullrich dejamos la musica para siempre"""
0,"Indignante: El musico Fito Paez declaro: ""Si no es con un gobierno peronista, no tengo nada que hacer en este pais""."
0,"Regalan un gran leon tallado en madera por un carpintero salteno al candidato de La Libertad Avanza, Javier Milei, antes de las elecciones generales."
0,"Proyecto Blue Beam: itnentan establecer un ""Nuevo Orden Mundial"". Esta teoria conspirativa esta relacionada con otra teoria conspirativa, la del ""Nuevo Orden Mundial"", que alega que existe una elite secreta y muy poderosa que busca reemplazar los actuales Estados-Nacion por un gobierno autoritario global."
1,"El video de Cristina Fernandez de Kirchner en el que llama a votar por Union Ciudadana es de 2017, no de 2023"
1,"Un video en el que la vicepresidenta Cristina Fernandez de Kirchner llama a votar por la coalicion Union Ciudadana circula como si hubiese sido grabado previo a las elecciones generales del 22 de octubre. Pero es falso. La grabacion original fue difundida dos dias antes de las elecciones primarias legislativas de agosto de 2017, en las que Fernandez de Kirchner formaba parte de la oposicion. "
0,Horacio Rodriguez Larreta saludo con la V peronista en el acto de cierre de campana de Patricia Bullrich
0,"Durante el cierre de campana de Patricia Bullrich, Larreta hace la ""V"" peronista."
0,Joan Manuel Serrat escribio una carta antisemita a los palestinos de Gaza
1,"El cartel de Union por la Patria en guarani no dice ""apestoso"", es una mala traduccion"
0,"Israel bombardeo la iglesia ortodoxa de San Porfirio, en Gaza"
0,"Israel habria bombardeado la iglesia ortodoxa de San Porfirio, en Gaza."
0,"Javier Milei, en el segundo debate presidencial 2023: ""Hoy el empleo informal es mas importante que el formal"""
1,"El 7 de octubre ultimo, la organizacion politica y militar palestina Hamas lanzo un ataque sobre Israel. Tras este ataque y la contraofensiva de Israel, comenzaron a circular en redes sociales desinformaciones sobre el conflicto."
0,"Javier Milei se apellidaba originalmente ""Mileikowsky"""
0,Milei no es el verdadero apellido del candidato a presidente de La Libertad Avanza. Su nombre completo no es Javier Gerardo Milei.
0,"Sergio Massa, en el segundo debate presidencial 2023, sobre las economias regionales: ""El unico que bajo las retenciones fui yo"""
1,"En septiembre, Massa elimino las retenciones a 371 productos de las economias regionales. Sin embargo, no es la primera vez que se toma esta medida: en 2015 Mauricio Macri (Cambiemos) hizo lo mismo para la mayoria de los productos agropecuarios. En 2018, restituyo las retenciones. Durante la gestion de Martin Guzman como ministro tambien se eliminaron retenciones a productos de las economias regionales."
0,"Javier Milei, en el segundo debate presidencial 2023: ""Hay 7 mil personas esperando un trasplante y 300 mil potenciales donantes (de organos)"""
1,"Es cierto que actualmente hay 7.103 personas en lista de espera del Incucai. Sin embargo, para poder donar organos, el fallecimiento de una persona debe producirse en la terapia intensiva de un hospital, y la muerte debe ser certificada bajo criterios neurologicos. Una muerte de estas caracteristicas se produce en aproximadamente 4 de cada 1.000 casos."
1,"Sergio Massa, en el segundo debate presidencial 2023: ""Javier (Milei), votaste en contra de la Ley de Cardiopatias Congenitas"""
1,"El candidato presidencial de La Libertad Avanza voto en contra del proyecto para detectar y prevenir cardiopatias congenitas en bebes recien nacidos cuando fue tratado en la Camara de Diputados en noviembre de 2022. A pesar del voto negativo de Milei, el 13 de abril ultimo la iniciativa fue convertida en ley por el Senado."
0,Estos ninos israelies en jaulas fueron secuestrados por Hamas
0,Circula en redes sociales un video en el que aparecen unos ninos en una jaula y se afirma que son israelies secuestrados por Hamas. Se publico en TikTok antes de la ofensiva de Hamas sobre Israel y el usuario que difundio el video explico que los ninos son sus familiares.
0,"Patricia Bullrich a Sergio Massa, en el segundo debate presidencial 2023: ""Hay 2 millones de pobres mas en el tiempo que va tu ano de ministro de Economia"""
0,"De acuerdo con el analisis de los ultimos datos disponibles del INDEC, entre el primer semestre de 2022, cuando Massa aun no era ministro, y el primer semestre de 2023, la cantidad de pobres aumento en 1,7 millones de personas, no 2 millones como expreso Bullrich. De todas maneras, los datos muestran que la poblacion por debajo de la linea de la pobreza se encuentra en ascenso, luego de la baja registrada entre 2021 y 2022.
 "
0,"Myriam Bregman, en el segundo debate presidencial 2023: ""En una decada incrementaron en un 97% la poblacion carcelaria"""
1,"De 2012 a 2022 (ultimo dato disponible), la poblacion penitenciaria de todo el pais, incluyendo el Servicio Penitenciario Federal (SPF) y los servicios penitenciarios provinciales, aumento un 72% y no un 97%. De todas maneras, los datos muestran una tendencia ascendente en la cantidad de personas que estan privadas de su libertad."
0,"Patricia Bullrich a Sergio Massa, en el segundo debate presidencial 2023: ""El salario de la gente cayo un 30%"""
1,"Ninguno de los indicadores que miden la evolucion de los salarios registra una caida como la senalada por Bullrich, tanto en el periodo completo del Frente de Todos como en la gestion de Massa como ministro."
0,"Javier Milei, en el segundo debate presidencial 2023: ""Todas esas politicas que culpan al ser humano del cambio climatico son falsas"""
1,Las evidencias cientificas son abrumadoras e indican que el cambio climatico esta ocurriendo y es producto de la actividad humana. Muchos de los efectos que las y los cientificos predijeron hace decadas ya estan ocurriendo.
0,"Sergio Massa, en el segundo debate presidencial 2023: ""En el ano 2019, se liberaron 16 mil presos. En el ano 2020, se liberaron 9 mil"""
1,"El numero total de egresos del Sistema Penitenciario Federal (SPF) fue mas alto en 2019 -cuando gobernaba Mauricio Macri (Cambiemos) y la candidata presidencial Patricia Bullrich era ministra de Seguridad- que en 2020, bajo la administracion de Alberto Fernandez (Frente de Todos). Sin embargo, en 2019 la mayor proporcion de egresos correspondio a personas que cumplieron su pena y, en cambio, en 2020 crecio en mas de un 85% el numero de beneficios de arresto domiciliario a partir de las recomendaciones internacionales y locales de reducir la poblacion penitenciaria en el contexto de la pandemia. "
0,"Javier Milei, en el segundo debate presidencial 2023: ""Los indicadores sociales son peores que los que teniamos en 2001"""
1,"Si se analizan los datos de la pobreza, la indigencia, la desigualdad y el desempleo de 2001 bajo los mismos parametros que se lo hace hoy, durante la crisis de aquel ano estos indicadores se encontraban peor que en la actualidad. "
1,"Patricia Bullrich, en el segundo debate presidencial 2023: ""Javier Milei, mira tu plataforma. Articulo 17. Desregulacion (del mercado) de armas"""
1,"En la plataforma de La Libertad Avanza se propone, sobre la tenencia de armas de fuego, ""la desregulacion del mercado legal y proteger su uso legitimo y responsable por parte de la ciudadania"". Por lo tanto, lo que dijo Bullrich es verdadero."
1,"Sergio Massa, en el segundo debate presidencial 2023, sobre el impuesto a las Ganancias: ""Mas de 2 millones de argentinos ya no tienen esa preocupacion"""
1,"Con los cambios anunciados por el Gobierno y luego convalidados por el Congreso de la Nacion, el universo de personas alcanzadas por este impuesto se redujo a 88 mil personas a partir de octubre de 2023. El ultimo dato implica una reduccion de 2.052.000 personas respecto a 2019, lo que coincide con lo senalado por el candidato presidencial de Union por la Patria. "
1,"Javier Milei, en el segundo debate presidencial 2023: ""El empleo formal privado esta estancado desde el 2011"""
1,"Desde enero de 2012, cuando inicia la serie de estadisticas del Ministerio de Trabajo de la Nacion, en terminos absolutos la cantidad de empleados registrados del sector privado aumento en 335 mil. Pero, si se tiene en cuenta el crecimiento poblacional de este periodo, -como recomiendan los especialistas-, la cantidad de asalariados del sector privado formal se redujo en un 5,6%."
0,"Sergio Massa, en el segundo debate presidencial 2023: ""Baje 80% el robo automotor en Tigre"""
1,"Segun datos del Centro de Experimentacion de Seguridad Vial (CESVI) Argentina, en la gestion de Massa en ese municipio el robo automotor descendio un 69,8%, 10 puntos menos al porcentaje que menciono el candidato a presidente de Union por la Patria."
1,"Patricia Bullrich a Sergio Massa, en el segundo debate presidencial 2023: ""Estas con el gobierno que aumento los homicidios el 70% en Rosario"""
1,"Los datos oficiales producidos por organismos provinciales informan que la tasa de homicidios dolosos en el departamento de Rosario aumento en un 70% entre 2019 y 2022, durante la gestion del Frente de Todos."
1,"Javier Milei, en el segundo debate presidencial 2023: ""Hoy la inflacion viaja al 120%"""
1,"De acuerdo con los ultimos datos del INDEC, la inflacion anual en agosto de 2023 (ultimo dato disponible) fue del 124,4%. El dato de agosto ultimo es el mas alto desde julio de 1991, cuando la inflacion interanual llego a 141,3%."
1,"Juan Schiaretti, en el debate presidencial 2023: ""En Cordoba no tenemos deficit fiscal"""
1,"La provincia de Cordoba registro superavit en lo que va de 2023. Ademas, anoto en 2022 su cuarto ano consecutivo con superavit fiscal primario y el tercero con superavit financiero, segun las cifras oficiales. "
1,"No, este video del Obelisco porteno cubierto por un preservativo no es real: es una animacion digital"
0,Circula un video del Obelisco porteno cubierto con un preservativo gigante y usuarios aseguran que esto ocurrio en la realidad
0,"""Algo emergio del agua de la Antartida"", en el video que muestra una ola que impacta en un bote"
1,"Las primeras referencias mas antiguas del video, segun pudo constatar Chequeado, datan del ano 2021 y lo describen como un tsunami generado por el desprendimiento de un iceberg. No existen pruebas de que sea un video que haya sido registrado en la Antartida."
0,La historia clinica de Javier Milei que aparece en este video sobre una web del Ministerio de Salud demuestra que esta psiquiatrico
0,"El Ministerio de Salud nacional afirmo que se trate de una pagina oficial de la cartera sanitaria. Ademas, desde el Fleni aclararon que ""el candidato a presidente, Javier Milei, fue paciente de la institucion""."
0,"Patricia Bullrich afirmando que Javier Milei ""la acoso todo el debate"" con sus propuestas"
0,"Patricia Bullrich, critico al candidato de La Libertad Avanza, Javier Milei, por haberla ""acosado"" durante el debate del 1 de octubre."
0,"Patricia Bullrich, en el debate presidencial 2023: ""El presupuesto educativo que mando (Sergio) Massa no aumento; bajo un 9%"""
0,"Sergio Massa, en el debate presidencial 2023: ""El radicalismo voto Ganancias con nosotros"""
0,"De acuerdo con los registros de la Camara de Diputados de la Nacion, los bloques de la UCR y Evolucion Radical votaron a favor de la iniciativa oficial. En el Senado, en tanto, los miembros del bloque de la UCR tambien votaron en a favor de la ley de ganancias."
1,"Sergio Massa, en el debate presidencial 2023: ""Mande al Congreso la ley que sube de 6 a 8 puntos del PBI la inversion minima en educacion"""
1,"El 15 de septiembre ultimo, el candidato presidencial de Union por la Patria presento ante el Congreso de la Nacion el nuevo proyecto de Ley de Financiamiento Educativo que aumenta la inversion en el area del 6% al 8% del Producto Bruto Interno (PBI) para 2030."
1,"Javier Milei, en el debate presidencial 2023: ""El 50% de los chicos no entiende un texto que lee"""
1,"De acuerdo con un informe del Observatorio de la ONG Argentinos por la Educacion, el 46% de los alumnos de tercer grado de primaria se ubican en el nivel mas bajo de lectura. Especialistas aseguran que se toma a tercer grado de primaria como representativo porque es el final del primer ciclo educativo.
 "
0,"Javier Milei, en el debate presidencial 2023: ""El 13% de los chicos no termina el colegio en tiempo y forma"""
1,"De acuerdo con un informe del Observatorio Argentinos por la Educacion, solo 13 de cada 100 estudiantes terminaron el colegio en tiempo y en forma en 2022. Es decir, la cifra muestra exactamente lo contrario a lo que dijo Milei."
1,"Patricia Bullrich, en el debate presidencial 2023: ""(Hay) un 40,1 de pobreza"""
1,"Durante el primer debate presidencial, la candidata hablo de la proporcion de personas debajo de la linea de la pobreza. El dato es correcto de acuerdo a los ultimos datos publicados por el INDEC. Esto representa un aumento de 3,6 puntos respecto al mismo periodo de 2022."
0,"Sergio Massa, en el debate presidencial 2023: ""El 4,8% del PBI va en beneficios a empresarios"""
0,"Los gastos tributarios estimados en el Presupuesto 2023 representan el 4,9% del Producto Bruto Interno (PBI), pero aproximadamente el 2,5% esta dirigido a las empresas."
0,"Patricia Bullrich, en el debate presidencial 2023: ""Hemos logrado ser el partido con mas gobernadores de la Argentina en 40 anos de democracia"""
1,"Aunque ganara las 4 elecciones provinciales que se realizaran el 22 de octubre, Juntos por el Cambio no llegaria a ser el partido con mas gobernadores en 40 anos de democracia. Desde 1983, el Partido Justicialista siempre tuvo al menos 12 gobernadores propios, cifra a la que no puede llegar Juntos por el Cambio en los comicios de 2023."
0,"Javier Milei, en el debate presidencial 2023: ""La Argentina inicio el siglo XX siendo el pais mas rico del mundo. Hoy estamos de mitad de la tabla para abajo"""
1,"Segun datos historicos publicados por la serie Maddison, en 1900 la Argentina se ubicaba en el puesto 13 entre 45 paises analizados si se tiene en cuenta el PBI per capita por la Paridad del Poder Adquisitivo. En 2022, de acuerdo con datos del Banco Mundial, nuestro pais termino en el puesto 66 sobre 184 naciones."
1,"Juan Schiaretti, en el debate presidencial 2023: ""En Cordoba, tenemos los jardines de 3 anos y de 4 anos obligatorios"""
1,"A nivel nacional, la Ley 27.045 dispuso la obligatoriedad de la asistencia al jardin de infantes a partir de la sala de 4 anos. En Cordoba, ademas, la Legislatura aprobo en 2016 una modificacion a la ley provincial de educacion, mediante la cual establecio la obligatoriedad para el Estado provincial de ofrecer el ingreso a salas de 3 anos."
1,"Myriam Bregman, en el debate presidencial 2023: ""(Hay) casi un femicidio por dia en nuestro pais"""
1,"Durante 2022 (ultimo dato anual), hubo 226 femicidios, es decir 1 cada cada 39 horas, en linea con lo que dijo la candidata presidencial del FIT. Segun los datos oficiales, el 88% de las victimas conocia al victimario y, de ellas, el 42% convivia con el. Al menos 38 victimas ya habian denunciado a su victimario con anterioridad, segun los datos judiciales."
1,"Milei plantea un modelo de dolarizacion que solo 3 paises tienen en el mundo: Zimbabue, El Salvador y Ecuador"
1,"De acuerdo con datos del FMI, solo 11 de sus 190 paises miembros adoptaron al dolar como moneda de curso legal, de los cuales 4 tienen a la divisa estadounidense como moneda unica. Pero, del listado de paises mencionados por Massa, solo Ecuador adopto al dolar como moneda oficial unica, mientras que El Salvador el dolar convive con una moneda local y Zimbabue adopto la divisa estadounidense como moneda unica en 2009, aunque luego abandono ese regimen."
1,"Javier Milei, en el debate presidencial 2023: ""La Argentina en los ultimos 122 anos tuvo 112 de deficit fiscal"""
1,"El pais registro deficit fiscal financiero en 112 anos de los ultimos 122. De acuerdo con el analisis del resultado fiscal primario la Argentina registro deficit en 82 anos. Si bien se trata de un numero menor, es el 67% del periodo historico senalado."
1,"El candidato presidencial por la Libertad Avanza, Javier Milei, habria faltado a 50 de 103 votaciones a las que debia concurrir como diputado nacional y no ha presentado proyectos como legislador."
0,Sergio Massa recibe una bolsa con cocaina
0,"Circula en redes sociales un video donde se ve al ministro de Economia de la Nacion y candidato a la presidencia por Unidad por la Patria atajando una bolsita transparente con un contenido blanco. ""Ah, bueno. Ya ni disimula. Peronia=Merca""."
0,"Luis Petri: ""La Argentina esta entre los 10 paises con mas alta presion tributaria"""
0,Video muestra a un extraterrestre alimentado por humanos en la NASA
0,Helicoptero arroja mosquitos a la gente
0,Circulan varios contenidos en redes sociales que indican que la empresa Oxitec esta utilizando helicopteros para arrojar mosquitos modificados geneticamente en Florida.
1,"Victoria Villarruel: ""En Defensa tenemos los presupuestos mas bajos de toda la region"""
1,"Segun diversas fuentes internacionales, la Argentina destina menos del 1% de su PBI al gasto militar y es el pais de Sudamerica con menor inversion destinada a este area."
1,"Para la NASA, las actividades humanas son la causa del actual calentamiento global, no los cambios en la orbita de la Tierra"
0,La NASA admitio que el cambio climatico se debe a los cambios en la orbita solar de la Tierra
1,"Agustin Rossi: ""Llevamos 36 meses de crecimiento consecutivo del empleo asalariado del sector privado"""
